code,cpv_label,level
03111800,Graines de fruits,8
03111900,Graines de fleurs,8
03113100,Betteraves sucrières,8
03113200,Canne à sucre,8
03114100,Paille,8
03114200,Plantes fourragères,8
03115100,Matières premières végétales destinées à l'industrie textile,8
03115110,Coton,8
03115120,Jute,8
03115130,Lin,8
03116100,Caoutchouc naturel,8
03116200,Latex naturel,8
03116300,Produits en latex,8
03117100,"Plantes utilisées en parfumerie ou en pharmacie, ou plantes à usage insecticide ou à usage similaire",8
03117110,Plantes utilisées en parfumerie,8
03117120,Plantes utilisées en pharmacie,8
03117130,Plantes à usage insecticide,8
03117140,Plantes à usage fongicide ou à usage similaire,8
03117200,Graines de plantes à usage spécifique,8
03121100,"Plantes vivantes, bulbes, racines, boutures et greffons",8
03121200,Fleurs coupées,8
03121210,Compositions florales,8
03131100,Grains de café,8
03131200,Théiers,8
03131300,Maté,8
03131400,Fèves de cacao,8
03142100,Miel naturel,8
03142200,Escargots,8
03142300,Produits alimentaires d'origine animale,8
03142400,Cires,8
03142500,Œufs,8
03211100,Blé,8
03211110,Blé dur,8
03211120,Blé tendre,8
03211200,Maïs,8
03211300,Riz,8
03211400,Orge,8
03211500,Seigle,8
03211600,Avoine,8
03211700,Malt,8
03211900,Produits à graines,8
03212100,Pommes de terre,8
03212200,Légumes secs à cosse et à gousse,8
03212210,Légumes secs à cosse,8
03212211,Lentilles,8
03212212,Pois chiches,8
03212213,Pois secs,8
03212220,Légumes à gousse,8
03221100,Légumes-racines et légumes-tubercules,8
03221110,Légumes-racines,8
03221111,Betteraves,8
03221112,Carottes,8
03221113,Oignons,8
03221114,Navets,8
03221120,Légumes-tubercules,8
03221200,Légumes-fruits,8
03221210,Haricots,8
03221211,Fèves,8
03221212,Haricots verts,8
03221213,Haricots d'Espagne,8
03221220,Pois,8
03221221,Petits pois,8
03221222,Mange-tout,8
03221230,Poivrons,8
03221240,Tomates,8
03221250,Courgettes,8
03221260,Champignons,8
03221270,Concombres,8
03221300,Légumes à feuilles,8
03221310,Laitues,8
03221320,Feuilles de salade,8
03221330,Artichauts,8
03221340,Épinards,8
03221400,Choux,8
03221410,Choux blancs,8
03221420,Choux-fleurs,8
03221430,Brocolis,8
03221440,Choux de Bruxelles,8
03222100,Fruits et fruits à coque tropicaux,8
03222110,Fruits tropicaux,8
03222111,Bananes,8
03222112,Ananas,8
03222113,Mangues,8
03222114,Dattes,8
03222115,Raisins secs,8
03222116,Figues,8
03222117,Avocats,8
03222118,Kiwis,8
03222120,Noix de coco,8
03222200,Agrumes,8
03222210,Citrons,8
03222220,Oranges,8
03222230,Pamplemousses,8
03222240,Tangerines,8
03222250,Citrons verts,8
03222300,Fruits non tropicaux,8
03222310,Baies,8
03222311,Raisins secs de Corinthe,8
03222312,Groseilles à maquereau,8
03222313,Fraises,8
03222314,Framboises,8
03222315,Canneberges,8
03222320,"Pommes, poires et coings",8
03222321,Pommes,8
03222322,Poires,8
03222323,Coings,8
03222330,Fruits à noyau,8
03222331,Abricots,8
03222332,Pêches,8
03222333,Cerises,8
03222334,Prunes,8
03222340,Raisins,8
03222341,Raisins de table,8
03222342,Raisins de cuve,8
03222400,Olives,8
03311100,Poissons plats,8
03311110,Sole,8
03311120,Plie,8
03311200,Poissons de la famille des gatidés,8
03311210,Morue,8
03311220,Lieu,8
03311230,Merlu,8
03311240,Haddock,8
03311300,Hareng,8
03311400,Thon,8
03311500,Merlan,8
03311600,Blanquet,8
03311700,Saumon,8
03312100,Huîtres,8
03312200,Coquillages,8
03312300,Invertébrés aquatiques,8
03313100,Corail ou produits similaires,8
03313200,Éponges naturelles,8
03313300,Algues marines,8
03313310,Algues,8
03321100,Bovins,8
03321200,Veaux,8
03322100,Moutons,8
03322200,Chèvres,8
03322300,Chevaux,8
03325100,Lapins,8
03325200,Lièvres,8
03331100,Lait de brebis,8
03331200,Lait de chèvre,8
03332100,Laine de tonte,8
03332200,Poil,8
03417100,Sciure de bois,8
03418100,Bois dur,8
03419100,Produits du bois,8
03419200,Bois de mine,8
03432100,Sparterie,8
03451100,Plantes à repiquer,8
03451200,Bulbes de fleurs,8
03451300,Arbustes,8
03461100,Pâte de bois chimique,8
09111100,Charbon,8
09111200,Combustibles dérivés du charbon,8
09111210,Charbon maigre,8
09111220,Briquettes,8
09111300,Combustibles fossiles,8
09111400,Combustibles à base de bois,8
09112100,Lignite,8
09112200,Tourbe,8
09121100,Gaz de houille ou gaz similaires,8
09121200,Gaz de ville,8
09122100,Gaz propane,8
09122110,Propane liquéfié,8
09122200,Gaz butane,8
09122210,Butane liquéfié,8
09131100,Carburéacteurs de type kérosène,8
09132100,Essence sans plomb,8
09132200,Essence au plomb,8
09132300,Essence à l'éthanol,8
09134100,Huile diesel,8
09134200,Carburant diesel,8
09134210,Carburant diesel (02),8
09134220,Carburant diesel (EN 590),8
09134230,Biodiesel,8
09134231,Biodiesel (B20),8
09134232,Biodiesel (B100),8
09135100,Fioul domestique,8
09135110,Huiles combustibles à basse teneur en soufre,8
09211100,Huiles pour moteurs,8
09211200,Huiles pour compresseurs,8
09211300,Huiles pour turbines,8
09211400,Huiles pour engrenages,8
09211500,Huiles pour réducteurs,8
09211600,Huiles destinées aux systèmes hydrauliques et à d'autres usages,8
09211610,Liquides à usage hydraulique,8
09211620,Huiles de démoulage,8
09211630,Huiles anticorrosives,8
09211640,Huiles utilisées comme isolants électriques,8
09211650,Liquides de frein,8
09211700,Huiles blanches et paraffines liquides,8
09211710,Huiles blanches,8
09211720,Paraffines liquides,8
09211800,Huiles minérales et préparations dérivées du pétrole,8
09211810,Huiles légères,8
09211820,Huiles minérales,8
09211900,Huiles lubrifiantes pour traction,8
09221100,Vaseline,8
09221200,Paraffine,8
09221300,Cire de pétrole,8
09221400,Résidus de pétrole,8
09222100,White-spirit,8
09242100,Huile lourde de houille,8
09331100,Capteurs solaires pour la production de chaleur,8
09331200,Modules solaires photovoltaïques,8
14211100,Sable naturel,8
14212100,Cailloux et gravier,8
14212110,Cailloux,8
14212120,Gravier,8
14212200,Agrégats,8
14212210,Grave,8
14212300,Pierraille et pierre concassée,8
14212310,Ballast,8
14212320,Granit concassé,8
14212330,Basalte concassé,8
14212400,Terre,8
14212410,Terre végétale,8
14212420,Sous-sol,8
14212430,Gravillons,8
14213100,Macadam,8
14213200,Tarmacadam,8
14213300,Sable bitumineux,8
14311100,Calcium naturel,8
14311200,Phosphates aluminocalciques,8
14311300,Sels de potassium naturel brut,8
14312100,Pyrites de fer non grillées,8
14521100,Pierres précieuses,8
14521140,Poussière ou poudre de pierres précieuses,8
14521200,Pierres semi-précieuses,8
14521210,Poussière ou poudre de pierres semi-précieuses,8
14522100,Pierre ponce,8
14522200,Diamants industriels,8
14522300,Émeri,8
14522400,Abrasifs naturels,8
14523100,Minéraux,8
14523200,Or,8
14523300,Argent,8
14523400,Platine,8
14612100,Minerais de cuivre,8
14612200,Minerais de nickel,8
14612300,Minerais d'aluminium,8
14612400,Minerais de métaux précieux,8
14612500,Minerais de plomb,8
14612600,Minerais de zinc,8
14612700,Minerais d'étain,8
14613100,Minerais d'uranium,8
14613200,Minerais de thorium,8
14621100,Ferroalliages hors CECA,8
14621110,Ferromanganèse,8
14621120,Ferrochrome,8
14621130,Ferronickel,8
14711100,Fonte brute,8
14721100,Oxyde d'aluminium,8
14811100,Pierres à meuler,8
14811200,Pierres à broyer,8
14811300,Meules,8
15111100,Viande de bœuf,8
15111200,Viande de veau,8
15112100,Volaille fraîche,8
15112110,Oies,8
15112120,Dindes,8
15112130,Poulets,8
15112140,Canards,8
15112300,Foies de volaille,8
15112310,Foie gras,8
15115100,Viande d'agneau,8
15115200,Viande de mouton,8
15118100,Viande de cheval,8
15118900,"Viande d'âne, de mule ou de bardot",8
15119100,Viande de lapin,8
15119200,Viande de lièvre,8
15119300,Gibier,8
15119400,Cuisses de grenouilles,8
15119500,Pigeons,8
15119600,Chair de poisson,8
15131100,Produits à base de chair à saucisse,8
15131110,Chair à saucisse,8
15131120,Charcuterie,8
15131130,Saucisses,8
15131134,Boudin noir et autres saucisses à base de sang,8
15131135,Saucisses de volaille,8
15131200,"Viande séchée, salée, fumée ou assaisonnée",8
15131210,Jambon fumé,8
15131220,Lard,8
15131230,Salami,8
15131300,Préparations à base de foie,8
15131310,Pâté,8
15131320,Préparations à base de foie d'oie ou de canard,8
15131400,Produits à base de porc,8
15131410,Jambon,8
15131420,Boulettes de viande,8
15131490,Plats préparés de porc,8
15131500,Produits à base de volaille,8
15131600,Produits à base de bœuf et de veau,8
15131610,Boulettes de bœuf,8
15131620,Viande de bœuf hachée,8
15131640,Steaks hachés de bœuf,8
15131700,Préparations à base de viande,8
15211100,Filets de poisson frais,8
15241100,Saumon en conserve,8
15241200,Hareng préparé ou en conserve,8
15241300,Sardines,8
15241400,Thon en conserve,8
15241500,Maquereaux,8
15241600,Anchois,8
15241700,Bâtonnets de poisson,8
15241800,Préparations à base de poisson pané ou autrement enrobé,8
15244100,Caviar,8
15244200,Œufs de poissons,8
15311100,Chips et pommes frites,8
15311200,"Pommes de terre coupées en dés, en tranches et autres pommes de terre congelées",8
15312100,Purée de pommes de terre instantanée,8
15312200,Pommes de terre préfrites,8
15312300,Pommes chips,8
15312310,Pommes chips aromatisées,8
15312400,Produits apéritifs à base de pommes de terre,8
15312500,Croquettes de pommes de terre,8
15321100,Jus d'orange,8
15321200,Jus de pamplemousse,8
15321300,Jus de citron,8
15321400,Jus d'ananas,8
15321500,Jus de raisin,8
15321600,Jus de pomme,8
15321700,Mélanges de jus non concentrés,8
15321800,Jus concentrés,8
15322100,Jus de tomate,8
15331100,Légumes frais ou congelés,8
15331110,Légumes-racines transformés,8
15331120,Légumes-tubercules transformés,8
15331130,"Haricots, pois, poivrons, tomates et autres légumes",8
15331131,Haricots transformés,8
15331132,Pois transformés,8
15331133,Pois cassés,8
15331134,Tomates transformées,8
15331135,Champignons transformés,8
15331136,Poivrons transformés,8
15331137,Germes de soja,8
15331138,Truffes,8
15331140,Légumes à feuilles et choux,8
15331142,Choux transformés,8
15331150,Légumes à cosse transformés,8
15331170,Légumes congelés,8
15331400,Légumes en conserve et/ou en boîte,8
15331410,Haricots à la sauce tomate,8
15331411,Haricots blancs à la sauce tomate,8
15331420,Tomates en conserve,8
15331423,Tomates en boîte,8
15331425,Purée de tomates,8
15331427,Concentré de tomates,8
15331428,Sauce tomate,8
15331430,Champignons en boîte,8
15331450,Olives transformées,8
15331460,Légumes en boîte,8
15331461,Choucroute en boîte,8
15331462,Pois en boîte,8
15331463,Haricots écossés en boîte,8
15331464,Haricots entiers en boîte,8
15331465,Asperges en boîte,8
15331466,Olives en boîte,8
15331470,Maïs doux,8
15331480,Légumes ayant subi un traitement de conservation temporaire,8
15331500,Légumes conservés dans le vinaigre,8
15332100,Fruits transformés,8
15332140,Pommes transformées,8
15332150,Poires transformées,8
15332160,Bananes transformées,8
15332170,Rhubarbe,8
15332180,Melons,8
15332200,Confitures et marmelades; gelées de fruits; purées et pâtes de fruits ou de fruits à coque,8
15332230,Marmelades,8
15332231,Marmelade d'oranges,8
15332232,Marmelade de citrons,8
15332240,Gelées de fruits,8
15332250,Pâtes de fruits,8
15332260,Pâtes de fruits à coque,8
15332261,Beurre d'arachide,8
15332270,Purées de fruits,8
15332290,Confitures,8
15332291,Confiture d'abricots,8
15332292,Confiture de mûres,8
15332293,Confiture de cassis,8
15332294,Confiture de cerises,8
15332295,Confiture de framboises,8
15332296,Confiture de fraises,8
15332300,Fruits à coque transformés,8
15332310,Fruits à coque grillés ou salés,8
15332400,Conserves de fruits,8
15332410,Fruits secs,8
15332411,Raisins secs de Corinthe transformés,8
15332412,Raisins transformés,8
15332419,Sultanines,8
15411100,Huiles végétales,8
15411110,Huile d'olive,8
15411120,Huile de sésame,8
15411130,Huile d'arachide,8
15411140,Huile de coco,8
15411200,Huile de cuisson,8
15411210,Huile de friture,8
15412100,Graisses animales,8
15412200,Graisses végétales,8
15413100,Tourteaux,8
15431100,Margarine,8
15431110,Margarine liquide,8
15431200,Pâtes à tartiner allégées ou à faible teneur en matières grasses,8
15511100,Lait pasteurisé,8
15511200,Lait stérilisé,8
15511210,Lait UHT,8
15511300,Lait écrémé,8
15511400,Lait demi-écrémé,8
15511500,Lait entier,8
15511600,Lait condensé,8
15511700,Lait en poudre,8
15512100,Crème fraîche liquide,8
15512200,Crème fraîche épaisse,8
15512300,Crème épaisse,8
15512900,Crème fraîche à fouetter,8
15542100,Cottage cheese,8
15542200,Fromage à pâte molle,8
15542300,Feta,8
15543100,Fromage à pâte bleue,8
15543200,Cheddar,8
15543300,Fromage râpé,8
15543400,Parmesan,8
15551300,Yaourt,8
15551310,Yaourt nature,8
15551320,Yaourt aromatisé,8
15551500,Babeurre,8
15555100,Crème glacée,8
15555200,Sorbet,8
15612100,Farine de blé,8
15612110,Farine complète,8
15612120,Farine de boulangerie,8
15612130,Farine sans levure,8
15612150,Farine de pâtisserie,8
15612190,Farine fermentante,8
15612200,Farine de céréales,8
15612210,Farine de maïs,8
15612220,Farine de riz,8
15612300,Farines végétales,8
15612400,Mélanges utilisés pour la préparation de produits de boulangerie,8
15612410,Préparations pour gâteaux,8
15612420,Préparations à cuire au four,8
15612500,Produits de boulangerie,8
15613100,Gruaux,8
15613300,Produits céréaliers,8
15613310,Céréales pour petit déjeuner,8
15613311,Flocons de maïs,8
15613313,Muesli ou équivalent,8
15613319,Blé soufflé,8
15613380,Flocons d'avoine,8
15614100,Riz à grains longs,8
15614200,Riz usiné,8
15614300,Brisures de riz,8
15622100,Glucose et produits à base de glucose,8
15622110,Glucose,8
15622120,Sirop de glucose,8
15622300,Fructose et produits à base de fructose,8
15622310,Fructose,8
15622320,Préparations à base de fructose,8
15622321,Solutions de fructose,8
15622322,Sirop de fructose,8
15811100,Pain,8
15811200,Petits pains,8
15811300,Croissants,8
15811400,Petites crêpes épaisses,8
15811500,Produits de panification préparés,8
15811510,Sandwichs,8
15811511,Sandwichs préparés,8
15812100,Pâtisserie,8
15812120,Tourtes,8
15812121,Tourtes salées,8
15812122,Tourtes sucrées,8
15812200,Gâteaux,8
15821100,Produits de panification grillés,8
15821110,Pain grillé,8
15821130,Pain croustillant dit Knaeckebrot,8
15821150,Biscottes,8
15821200,Biscuits sucrés,8
15831200,Sucre blanc,8
15831300,Sucre d'érable et sirop d'érable,8
15831400,Mélasse,8
15831500,Sirops de sucre,8
15831600,Miel,8
15833100,Desserts,8
15833110,Fonds de tartes,8
15841100,Pâte de cacao,8
15841200,"Beurre, graisse ou huile de cacao",8
15841300,Poudre de cacao non sucrée,8
15841400,Poudre de cacao sucrée,8
15842100,Chocolat,8
15842200,Produits à base de chocolat,8
15842210,Boisson chocolatée,8
15842220,Barres de chocolat,8
15842300,Confiserie,8
15842310,Bonbons,8
15842320,Nougat,8
15842400,"Fruits, fruits à coque ou écorces de fruits confits au sucre",8
15851100,Pâtes alimentaires non cuites,8
15851200,Pâtes alimentaires préparées et couscous,8
15851210,Pâtes alimentaires préparées,8
15851220,Pâtes alimentaires farcies,8
15851230,Lasagnes,8
15851250,Couscous,8
15851290,Pâtes alimentaires en conserve,8
15861100,Café torréfié,8
15861200,Café décaféiné,8
15863100,Thé vert,8
15863200,Thé noir,8
15864100,Thé en sachets,8
15871100,Vinaigre et succédanés de vinaigre,8
15871110,Vinaigre ou équivalent,8
15871200,"Sauces, condiments et assaisonnements composés",8
15871210,Sauce soja,8
15871230,Ketchup,8
15871250,Moutarde,8
15871260,Sauces,8
15871270,Condiments composés,8
15871273,Mayonnaise,8
15871274,Pâtes à tartiner pour sandwichs,8
15871279,Chutney,8
15872100,Poivre,8
15872200,Épices,8
15872300,Herbes,8
15872400,Sel,8
15872500,Gingembre,8
15891100,Soupes à base de viande,8
15891200,Soupes à base de poisson,8
15891300,Soupes composées,8
15891400,Soupes,8
15891410,Soupes instantanées,8
15891500,Bouillons,8
15891600,Fonds,8
15891610,Bouillons instantanés,8
15891900,Soupes de légumes,8
15892100,Sucs d'origine végétale,8
15892200,Extraits d'origine végétale,8
15892400,Épaississants,8
15893100,Préparations alimentaires,8
15893200,Préparations pour desserts,8
15893300,Préparations pour sauces,8
15894100,Repas végétariens,8
15894200,Repas préparés,8
15894210,Repas pour écoles,8
15894220,Repas pour hôpitaux,8
15894300,Plats préparés,8
15894400,Casse-croûte,8
15894500,Produits pour distributeurs automatiques,8
15894600,Garnitures pour sandwichs,8
15894700,Épicerie fine,8
15895100,Hamburgers,8
15897100,Rations de campagne,8
15897200,Aliments en conserve,8
15897300,Colis alimentaires,8
15911100,Spiritueux,8
15911200,Liqueurs,8
15931100,Vin mousseux,8
15931200,Vin de table,8
15931300,Porto,8
15931400,Madère,8
15931500,Moût de raisin,8
15931600,Sherry,8
15961100,Bière blonde,8
15981100,Eau minérale plate,8
15981200,Eau minérale gazeuse,8
15981300,Eau à l'état solide,8
15981310,Glace,8
15981320,Neige,8
15981400,Eaux minérales aromatisées,8
15982100,Sirops de fruits,8
15982200,Lait chocolaté,8
15991100,Cigares,8
15991200,Cigarillos,8
15991300,Cigarettes,8
15992100,Tabac manufacturé,8
15994100,Papier à cigarettes,8
15994200,Papier-filtre,8
16311100,"Tondeuses à gazon pour pelouses, parcs ou terrains de sports",8
16611100,Machines de nettoyage d'œufs,8
16611200,Machines de nettoyage de fruits,8
16612100,Machines de tri ou de calibrage d'œufs,8
16612200,Machines de tri ou de calibrage de fruits,8
18132100,Vestons d'aviateur,8
18132200,Combinaisons d'aviateur,8
18221100,Pèlerines imperméables,8
18221200,Anoraks,8
18221300,Imperméables,8
18222100,Costumes (hommes); tailleurs (femmes),8
18222200,Ensembles,8
18223100,Blazers,8
18223200,Vestes,8
18235100,Pull-overs,8
18235200,Cardigans,8
18235300,Sweat-shirts,8
18235400,Gilets,8
18318100,Chemises de nuit,8
18318200,Robes de chambre,8
18318300,Pyjamas,8
18318400,Maillots de corps,8
18318500,Chemises de nuit pour femmes,8
18412100,Survêtements de sport,8
18412200,Chemises de sport,8
18412300,Combinaisons de ski,8
18412800,Maillots de bain,8
18424300,Gants jetables,8
18424400,Moufles,8
18424500,Gants à crispin,8
18425100,Cartouchières,8
18443100,Serre-tête,8
18443300,Coiffures,8
18443310,Bérets,8
18443320,Calots de campagne,8
18443330,Capuchons,8
18443340,Képis,8
18443400,Jugulaires pour coiffures,8
18443500,Visières,8
18444100,Coiffures de sécurité,8
18444110,Casques,8
18444111,Casques antichoc,8
18444112,Casques pour cyclistes,8
18444200,Casques de sécurité,8
18451100,Parties de boutons,8
18511100,Diamants,8
18511200,Rubis,8
18511300,Émeraudes,8
18511400,Opale,8
18511500,Quartz,8
18511600,Tourmaline,8
18512100,Pièces de monnaie,8
18512200,Médailles,8
18513100,Perles,8
18513200,Pièces d'orfèvrerie,8
18513300,Objets en métal précieux,8
18513400,Objets en pierres précieuses ou semi-précieuses,8
18513500,Pièces d'argenterie,8
18521100,Verre à montres,8
18812100,Sandales à dessus caoutchouc ou plastique,8
18812200,Bottes en caoutchouc,8
18812300,Chaussures de ville à dessus caoutchouc ou plastique,8
18812400,Tongs,8
18813100,Sandales,8
18813200,Pantoufles,8
18813300,Chaussures de ville,8
18815100,Bottines,8
18815200,Bottillons,8
18815300,Bottes hautes,8
18815400,Cuissardes,8
18821100,Chaussures de ski de fond,8
18832100,Chaussures d'aviateur,8
18923100,Bourses,8
18923200,Portefeuilles,8
18925100,Porte-gourdes,8
18925200,Étuis,8
18931100,Sacs à dos,8
18933100,Sacs postaux,8
18937100,Sachets d'emballage,8
19211100,Tissu mélangé,8
19212100,Coutil,8
19212200,Denim,8
19212300,Toile,8
19212310,Articles en toile,8
19212400,Popeline,8
19212500,Sangle,8
19212510,Sangles,8
19251100,Tissu de velours,8
19435100,Fil à coudre,8
19435200,Fil à tricoter,8
19442100,Fil à coudre synthétique,8
19442200,Fil à tricoter synthétique,8
19511100,Flaps,8
19511200,Chambres à air,8
19511300,Bandes de roulement,8
19513100,Tissu pour cordée de pneumatique,8
19513200,Ruban adhésif en tissu caoutchouté,8
19521100,Feuilles de polystyrène,8
19521200,Plaques de polystyrène,8
19522100,Résine époxy,8
19522110,Tubes en résine d'époxy,8
22114100,Dictionnaires,8
22114200,Atlas,8
22114300,Cartes,8
22114310,Plans cadastraux,8
22114311,Cyanotypies,8
22114400,Partitions,8
22114500,Encyclopédies,8
22211100,Journaux officiels,8
22212100,Publications périodiques,8
22455100,Bracelet d'identité,8
22459100,Autocollants et bandes publicitaires,8
22461100,Porte-liste,8
22816100,Bloc-notes,8
22816200,Carnets de sténographie,8
22816300,Carnets de Post-it,8
22822100,Formulaires commerciaux en continu,8
22822200,Formulaires commerciaux non continus,8
22841100,Carnets de timbres,8
22841200,Albums de timbres,8
22852100,Chemises à dossier,8
22993100,Papier ou carton photosensible,8
22993200,Papier ou carton thermosensible,8
22993300,Papier ou carton thermographique,8
22993400,Papier ou carton ondulé,8
24111100,Argon,8
24111200,Gaz rares,8
24111300,Hélium,8
24111400,Néon,8
24111500,Gaz médicaux,8
24111600,Hydrogène,8
24111700,Azote,8
24111800,Azote liquide,8
24111900,Oxygène,8
24112100,Dioxyde de carbone,8
24112200,Oxydes azotés,8
24112300,Composés oxygénés inorganiques gazeux,8
24113100,Air liquide,8
24113200,Air comprimé,8
24211100,Oxyde de zinc,8
24211200,Peroxyde de zinc,8
24211300,Oxyde de titane,8
24212100,Oxyde de chrome,8
24212200,Oxyde de manganèse,8
24212300,Oxyde de plomb,8
24212400,Oxyde de cuivre,8
24212500,Oxyde de magnésium,8
24212600,Hydroxydes pour colorants et pigments,8
24212610,Hydroxyde de chrome,8
24212620,Hydroxyde de manganèse,8
24212630,Hydroxyde de plomb,8
24212640,Hydroxyde de cuivre,8
24212650,Hydroxyde de magnésium,8
24311100,Métalloïdes,8
24311110,Phosphures,8
24311120,Carbures,8
24311130,Hydrures,8
24311140,Nitrures,8
24311150,Azotures,8
24311160,Siliciures,8
24311170,Borures,8
24311180,Soufre raffiné,8
24311200,Halogène,8
24311300,Métaux alcalins,8
24311310,Mercure,8
24311400,"Chlorure d'hydrogène, acides inorganiques, dioxyde de silicium et de soufre",8
24311410,Acides inorganiques,8
24311411,Acide sulfurique,8
24311420,Acide phosphorique,8
24311430,Acides polyphosphoriques,8
24311440,Acide hexafluorosilicique,8
24311450,Dioxyde de soufre,8
24311460,Dioxyde de silicium,8
24311470,Chlorure d'hydrogène,8
24311500,Hydroxydes utilisés comme produits chimiques inorganiques de base,8
24311510,Oxydes métalliques,8
24311511,Pyrites et oxydes de fer,8
24311520,Hydroxyde de sodium,8
24311521,Soude caustique,8
24311522,Soude liquide,8
24311600,Composés du soufre,8
24311700,Soufre,8
24311800,Carbone,8
24311900,Chlore,8
24312100,Halogénures métalliques,8
24312110,Hexafluorosilicate de sodium,8
24312120,Chlorures,8
24312121,Chlorure d'aluminium,8
24312122,Chlorure ferrique,8
24312123,Polychlorure d'aluminium,8
24312130,Chlorhydrate d'aluminium,8
24312200,Hypochlorites et chlorates,8
24312210,Chlorite de sodium,8
24312220,Hypochlorite de sodium,8
24313100,"Sulfures, sulfites et sulfates",8
24313110,Sulfures divers,8
24313111,Sulfure d'hydrogène,8
24313112,Polysulfures,8
24313120,Sulfates,8
24313121,Thiosulfate de sodium,8
24313122,Sulfate ferrique,8
24313123,Sulfate d'aluminium,8
24313124,Sulfate de sodium,8
24313125,Sulfate de fer,8
24313126,Sulfate de cuivre,8
24313200,"Phosphinates, phosphonates, phosphates et polyphosphates",8
24313210,Hexamétaphosphate de sodium,8
24313220,Phosphates,8
24313300,Carbonates,8
24313310,Carbonate de sodium,8
24313320,Bicarbonate de sodium,8
24313400,Nitrates,8
24314100,Permanganate de potassium,8
24314200,Sels oxométalliques acides,8
24315100,"Eau lourde, autres isotopes et leurs composés",8
24315200,"Cyanure, oxyde de cyanure, fulminates, cyanates, silicates, borates, perborates, sels d'acides inorganiques",8
24315210,Cyanures,8
24315220,Oxyde de cyanure,8
24315230,Fulminates,8
24315240,Cyanates,8
24315300,Peroxyde d'hydrogène,8
24315400,Quartz piézoélectrique,8
24315500,Composés de métaux des terres rares,8
24315600,Silicates,8
24315610,Silicate de sodium,8
24315700,Borates et perborates,8
24317100,Pierres précieuses synthétiques,8
24317200,Pierres semi-précieuses synthétiques,8
24321100,Hydrocarbures saturés,8
24321110,Hydrocarbures acycliques saturés,8
24321111,Méthane,8
24321112,Éthylène,8
24321113,Propène,8
24321114,Butène,8
24321115,Acétylène,8
24321120,Hydrocarbures cycliques saturés,8
24321200,Hydrocarbures non saturés,8
24321210,Hydrocarbures acycliques non saturés,8
24321220,Hydrocarbures cycliques non saturés,8
24321221,Benzène,8
24321222,Toluène,8
24321223,O-xylènes,8
24321224,M-xylènes,8
24321225,Styrène,8
24321226,Éthylbenzène,8
24321300,Autres dérivés halogénés d'hydrocarbures,8
24321310,Tétrachloroéthylène,8
24321320,Tétrachlorure de carbone,8
24322100,Alcools gras industriels,8
24322200,Monoalcools,8
24322210,Méthanol,8
24322220,Éthanol,8
24322300,"Diols, polyalcools et dérivés",8
24322310,Éthylène glycol,8
24322320,Dérivés d'alcools,8
24322400,Phénols et dérivés de phénols,8
24322500,Alcool,8
24322510,Alcool éthylique,8
24323100,Huiles acides de raffinage,8
24323200,Acides carboxyliques,8
24323210,Acide acétique,8
24323220,Acide peracétique,8
24323300,Acides monocarboxyliques non saturés et leurs composés,8
24323310,Esters d'acide méthacrylique,8
24323320,Esters d'acide acrylique,8
24323400,Acides aromatiques polycarboxyliques et carboxyliques,8
24324100,Composés à fonction aminée,8
24324200,Amino-composés à fonction oxygénée,8
24324300,Uréides,8
24324400,Composés à fonction azotée,8
24326100,Composés à fonction aldéhyde,8
24326200,Composés à fonction cétone et à fonction quinone,8
24326300,Peroxydes organiques,8
24326310,Oxyde d'éthylène,8
24326320,Éthers,8
24327100,Dérivés végétaux pour teinture,8
24327200,Charbon de bois,8
24327300,"Huiles et produits de la distillation du goudron de houille, poix et brai de goudron à haute température",8
24327310,Goudron de houille,8
24327311,Créosote,8
24327320,Poix,8
24327330,Brai de goudron,8
24327400,Produits à base de résine,8
24327500,Lessives résiduelles provenant de la fabrication de la pâte à papier,8
24411100,Nitrate de sodium,8
24413100,Ammoniac liquide,8
24413200,Chlorure d'ammonium,8
24413300,Sulfate d'ammonium,8
24611100,Combustibles au propergol,8
24612100,Dynamite,8
24612200,TNT,8
24612300,Nitroglycérine,8
24613100,Cartouches-épouvantails sonores,8
24613200,Feux d'artifice,8
24911200,Adhésifs,8
24931200,Émulsions à usage photographique,8
24931210,Révélateurs pour photographie,8
24931220,Fixateurs pour photographie,8
24931230,Révélateurs pour radiologie,8
24931240,Fixateurs pour radiologie,8
24931250,Milieux de culture,8
24931260,Renforçateurs d'image,8
24951100,Lubrifiants,8
24951110,Boue de forage,8
24951120,Graisse de silicone,8
24951130,Fluides de forage,8
24951200,Additifs pour huiles,8
24951210,Poudre pour extincteurs d'incendie,8
24951220,Produits extincteurs,8
24951230,Charges pour extincteurs d'incendie,8
24951300,Fluides hydrauliques,8
24951310,Agents de dégivrage,8
24951311,Produits antigel,8
24951400,Graisses et huiles chimiquement modifiées,8
24952100,Cire dentaire,8
24954100,Charbon actif neuf,8
24954200,Charbon actif régénéré,8
24957100,Liants préparés pour moules ou noyaux de fonderie,8
24957200,"Additifs pour ciment, mortier ou béton",8
24958100,Produits chimiques pour fond de trou de forage,8
24958200,Agents floculants,8
24958300,Produits chimiques à boue,8
24958400,Ampoules à gel pour le bourrage d'explosifs,8
24959100,Aérosols,8
24959200,Éléments chimiques en forme de disque,8
30121100,Photocopieurs,8
30121200,Matériel de photocopie,8
30121300,Matériel de reproduction,8
30121400,Duplicateurs,8
